sec_timestamp,pkt_count,total_bytes,avg_pkt_len,datetime
1575605729,24394,2783300,114.09772894974174,2019-12-06 04:15:29
1575605730,24424,2810402,115.06722895512611,2019-12-06 04:15:30
1575605731,23836,2676816,112.30139285114952,2019-12-06 04:15:31
1575605732,24131,2715304,112.52347602668766,2019-12-06 04:15:32
1575605733,25811,2868182,111.12246716516213,2019-12-06 04:15:33
1575605734,23852,2677197,112.24203421096763,2019-12-06 04:15:34
1575605735,24058,2679829,111.39034832488154,2019-12-06 04:15:35
1575605736,24006,2716396,113.15487794717987,2019-12-06 04:15:36
1575605737,24662,2861314,116.02116616657206,2019-12-06 04:15:37
1575605738,25723,2785434,108.28573650040819,2019-12-06 04:15:38
1575605739,24183,2710392,112.07840218335194,2019-12-06 04:15:39
1575605740,24516,2780872,113.43090226790667,2019-12-06 04:15:40
1575605741,24445,2829646,115.7556146451217,2019-12-06 04:15:41
1575605742,23943,2672496,111.61909535145972,2019-12-06 04:15:42
1575605743,25906,2868942,110.7443063383,2019-12-06 04:15:43
1575605744,24028,2750206,114.45838188779757,2019-12-06 04:15:44
1575605745,24042,2665692,110.87646618417769,2019-12-06 04:15:45
1575605746,23966,2678250,111.7520654260202,2019-12-06 04:15:46
1575605747,24298,2749050,113.13894147666474,2019-12-06 04:15:47
1575605748,25969,2881033,110.94123762948131,2019-12-06 04:15:48
1575605749,24551,2785291,113.44918740580832,2019-12-06 04:15:49
1575605750,24263,2766033,114.0021019659564,2019-12-06 04:15:50
1575605751,24239,2732327,112.72441107306408,2019-12-06 04:15:51
1575605752,23868,2663358,111.58697838109603,2019-12-06 04:15:52
1575605753,25350,2747528,108.38374753451677,2019-12-06 04:15:53
1575605754,24559,3087967,125.7366749460483,2019-12-06 04:15:54
1575605755,24261,2764754,113.95878158361155,2019-12-06 04:15:55
1575605756,23970,2739394,114.28427200667501,2019-12-06 04:15:56
1575605757,24674,2851879,115.58235389478804,2019-12-06 04:15:57
1575605758,25600,2785547,108.8104296875,2019-12-06 04:15:58
1575605759,23890,2956132,123.73930514859774,2019-12-06 04:15:59
1575605760,24209,2698659,111.47337766946177,2019-12-06 04:16:00
1575605761,24381,3038166,124.61203396087117,2019-12-06 04:16:01
1575605762,24034,2711656,112.82583007406174,2019-12-06 04:16:02
1575605763,26749,3068653,114.72028860891996,2019-12-06 04:16:03
1575605764,24296,2811056,115.70036219953901,2019-12-06 04:16:04
1575605765,24014,2730006,113.68393437161656,2019-12-06 04:16:05
1575605766,24117,2685263,111.34316042625534,2019-12-06 04:16:06
1575605767,24125,2742313,113.67100518134716,2019-12-06 04:16:07
1575605768,25995,2850285,109.64743219849971,2019-12-06 04:16:08
1575605769,24481,2788628,113.9098893019076,2019-12-06 04:16:09
1575605770,24710,2836597,114.79550789154189,2019-12-06 04:16:10
1575605771,24634,2856002,115.93740358853617,2019-12-06 04:16:11
1575605772,24134,2728942,113.07458357503937,2019-12-06 04:16:12
1575605773,25390,2753130,108.43363528948404,2019-12-06 04:16:13
1575605774,24017,2705309,112.64142066036557,2019-12-06 04:16:14
1575605775,24072,2719430,112.97067131937521,2019-12-06 04:16:15
1575605776,24288,2747472,113.1205533596838,2019-12-06 04:16:16
1575605777,24045,2705036,112.49889789977126,2019-12-06 04:16:17
1575605778,25799,2842748,110.18830187216558,2019-12-06 04:16:18
1575605779,24489,2901948,118.50006125199069,2019-12-06 04:16:19
1575605780,24008,2784060,115.9638453848717,2019-12-06 04:16:20
1575605781,23960,2698932,112.6432387312187,2019-12-06 04:16:21
1575605782,23676,2627009,110.95662274032776,2019-12-06 04:16:22
1575605783,25818,2797190,108.34262917344488,2019-12-06 04:16:23
1575605784,24076,2679666,111.30029905299884,2019-12-06 04:16:24
1575605785,24291,2742784,112.91358939524928,2019-12-06 04:16:25
1575605786,24971,2875844,115.16735413079172,2019-12-06 04:16:26
1575605787,24708,2883772,116.71410069613081,2019-12-06 04:16:27
1575605788,25793,2801740,108.62404528360408,2019-12-06 04:16:28
1575605789,23775,2651765,111.53585699263932,2019-12-06 04:16:29
1575605790,23845,2639306,110.68592996435311,2019-12-06 04:16:30
1575605791,23982,2693180,112.30005837711617,2019-12-06 04:16:31
1575605792,23802,2639968,110.9137047306949,2019-12-06 04:16:32
1575605793,26274,2966098,112.89099489990105,2019-12-06 04:16:33
1575605794,24422,2812604,115.16681680452051,2019-12-06 04:16:34
1575605795,24266,2751402,113.38506552377812,2019-12-06 04:16:35
1575605796,23630,2632080,111.38721963605586,2019-12-06 04:16:36
1575605797,23900,2674884,111.91983263598327,2019-12-06 04:16:37
1575605798,25687,2770099,107.84050297816016,2019-12-06 04:16:38
1575605799,23836,2639928,110.75381775465682,2019-12-06 04:16:39
1575605800,24047,2729002,113.48617291138187,2019-12-06 04:16:40
1575605801,25097,2925944,116.58540861457544,2019-12-06 04:16:41
1575605802,24650,2835794,115.04235294117647,2019-12-06 04:16:42
1575605803,25734,2780876,108.062329991451,2019-12-06 04:16:43
1575605804,23963,2635584,109.98556107332136,2019-12-06 04:16:44
1575605805,23843,2663144,111.69500482321855,2019-12-06 04:16:45
1575605806,23806,2674810,112.35864908006386,2019-12-06 04:16:46
1575605807,24143,2722470,112.76436234105124,2019-12-06 04:16:47
1575605808,26148,2958646,113.14999235123145,2019-12-06 04:16:48
1575605809,24104,2758856,114.45635579156986,2019-12-06 04:16:49
1575605810,23934,2680392,111.99097518174982,2019-12-06 04:16:50
1575605811,24155,2683602,111.09923411302007,2019-12-06 04:16:51
1575605812,23809,2649056,111.26279978159519,2019-12-06 04:16:52
1575605813,25324,2738298,108.1305480966672,2019-12-06 04:16:53
1575605814,24426,2775324,113.62171456644559,2019-12-06 04:16:54
1575605815,24254,2801974,115.52626370907892,2019-12-06 04:16:55
1575605816,24456,2835890,115.95886490022899,2019-12-06 04:16:56
1575605817,24032,2695208,112.15079893475367,2019-12-06 04:16:57
1575605818,25901,2803199,108.22744295587043,2019-12-06 04:16:58
1575605819,23980,2667616,111.24336947456213,2019-12-06 04:16:59
1575605820,23814,2653266,111.41622574955909,2019-12-06 04:17:00
1575605821,23893,2692956,112.70899426610305,2019-12-06 04:17:01
1575605822,24517,2836218,115.68372965697272,2019-12-06 04:17:02
1575605823,26147,2967830,113.50556469193407,2019-12-06 04:17:03
1575605824,24527,3083340,125.71207240999715,2019-12-06 04:17:04
1575605825,24149,2684644,111.16998633483789,2019-12-06 04:17:05
1575605826,23670,2653716,112.11305449936629,2019-12-06 04:17:06
1575605827,24283,2719694,111.99991763785364,2019-12-06 04:17:07
1575605828,25892,2802316,108.23095936968947,2019-12-06 04:17:08
1575605829,24795,3179888,128.24714660213752,2019-12-06 04:17:09
1575605830,24861,2897661,116.55448292506335,2019-12-06 04:17:10
1575605831,24696,3140536,127.16780045351474,2019-12-06 04:17:11
1575605832,23610,2609004,110.50419313850064,2019-12-06 04:17:12
1575605833,25844,2793888,108.1058659650209,2019-12-06 04:17:13
1575605834,24060,2697638,112.12128013300084,2019-12-06 04:17:14
1575605835,23729,2621198,110.4639049264613,2019-12-06 04:17:15
1575605836,23759,2659288,111.92760638073993,2019-12-06 04:17:16
1575605837,24316,2813930,115.72339200526402,2019-12-06 04:17:17
1575605838,25946,2844172,109.61890079395668,2019-12-06 04:17:18
1575605839,24552,2799712,114.03193222548062,2019-12-06 04:17:19
1575605840,24446,2803758,114.69189233412419,2019-12-06 04:17:20
1575605841,24014,2687074,111.89614391604897,2019-12-06 04:17:21
1575605842,23906,2673916,111.8512507320338,2019-12-06 04:17:22
1575605843,25567,2810430,109.92412093714555,2019-12-06 04:17:23
1575605844,24480,2708673,110.64840686274509,2019-12-06 04:17:24
1575605845,24723,2897003,117.17845730696114,2019-12-06 04:17:25
1575605846,24381,2792654,114.54222550346581,2019-12-06 04:17:26
1575605847,23869,2720808,113.9891910008798,2019-12-06 04:17:27
1575605848,23576,2633838,111.71691550729555,2019-12-06 04:17:28
1575605849,25199,2754401,109.30596452240168,2019-12-06 04:17:29
1575605850,23973,2686280,112.05439452717641,2019-12-06 04:17:30
1575605851,24279,2715934,111.86350343918613,2019-12-06 04:17:31
1575605852,24820,2884534,116.21813053988718,2019-12-06 04:17:32
1575605853,24441,2889442,118.22110388281985,2019-12-06 04:17:33
1575605854,25643,2782344,108.50306126428265,2019-12-06 04:17:34
1575605855,24118,2668000,110.62277137407746,2019-12-06 04:17:35
1575605856,23724,2652600,111.81082448153768,2019-12-06 04:17:36
1575605857,23738,2665020,112.2680933524307,2019-12-06 04:17:37
1575605858,24096,2699258,112.02099933598937,2019-12-06 04:17:38
1575605859,26512,2962374,111.7371001810501,2019-12-06 04:17:39
1575605860,24614,2869490,116.57958885187291,2019-12-06 04:17:40
1575605861,24034,2719444,113.14987101606059,2019-12-06 04:17:41
1575605862,24154,2709876,112.19160387513455,2019-12-06 04:17:42
1575605863,23918,2680572,112.07341750982523,2019-12-06 04:17:43
1575605864,25304,2770188,109.47628833386025,2019-12-06 04:17:44
1575605865,23922,2673610,111.76364852437088,2019-12-06 04:17:45
1575605866,24678,2839154,115.04797795607423,2019-12-06 04:17:46
1575605867,24312,2792886,114.87685093780848,2019-12-06 04:17:47
1575605868,24532,2831254,115.41064731778901,2019-12-06 04:17:48
1575605869,25640,2774446,108.20772230889236,2019-12-06 04:17:49
1575605870,23880,2638084,110.47252931323283,2019-12-06 04:17:50
1575605871,23596,2638474,111.81869808442109,2019-12-06 04:17:51
1575605872,23796,2623328,110.24239367961002,2019-12-06 04:17:52
1575605873,23750,2665538,112.23317894736842,2019-12-06 04:17:53
1575605874,26288,2973690,113.1196743761412,2019-12-06 04:17:54
1575605875,25124,2910896,115.86116860372552,2019-12-06 04:17:55
1575605876,23858,2716322,113.8537178304971,2019-12-06 04:17:56
1575605877,23886,2657634,111.26325043958805,2019-12-06 04:17:57
1575605878,23780,2670938,112.31867115222876,2019-12-06 04:17:58
1575605879,25691,2798375,108.92433147794948,2019-12-06 04:17:59
1575605880,24046,2700970,112.32512684022291,2019-12-06 04:18:00
1575605881,25002,2909908,116.38700903927686,2019-12-06 04:18:01
1575605882,24722,2902106,117.3896124908988,2019-12-06 04:18:02
1575605883,24574,2766494,112.57809066493041,2019-12-06 04:18:03
1575605884,25043,2696756,107.68502176256838,2019-12-06 04:18:04
1575605885,24141,2709848,112.25085953357359,2019-12-06 04:18:05
1575605886,24458,2722056,111.29511816174667,2019-12-06 04:18:06
1575605887,23939,2709570,113.1864321817954,2019-12-06 04:18:07
1575605888,24611,2872562,116.71862175450002,2019-12-06 04:18:08
1575605889,26408,2978442,112.78559527415935,2019-12-06 04:18:09
1575605890,23900,2705800,113.2133891213389,2019-12-06 04:18:10
1575605891,24172,2693604,111.43488333609135,2019-12-06 04:18:11
1575605892,23774,2652310,111.5634727012703,2019-12-06 04:18:12
1575605893,24403,2736520,112.13867147481866,2019-12-06 04:18:13
1575605894,26332,3226926,122.54769861765152,2019-12-06 04:18:14
1575605895,24095,2744782,113.91500311267897,2019-12-06 04:18:15
1575605896,24393,2761512,113.20919936047227,2019-12-06 04:18:16
1575605897,24276,2773268,114.23908386884166,2019-12-06 04:18:17
1575605898,23884,2688624,112.57008876235136,2019-12-06 04:18:18
1575605899,25808,3101674,120.18265654060757,2019-12-06 04:18:19
1575605900,23902,2684642,112.31871809890386,2019-12-06 04:18:20
1575605901,24825,3178966,128.05502517623364,2019-12-06 04:18:21
1575605902,24303,2730912,112.36933711887421,2019-12-06 04:18:22
1575605903,24230,2746670,113.35823359471729,2019-12-06 04:18:23
1575605904,26210,2935818,112.011369706219,2019-12-06 04:18:24
1575605905,23862,2680172,112.31967144413713,2019-12-06 04:18:25
1575605906,23926,2682912,112.13374571595753,2019-12-06 04:18:26
1575605907,24272,2703618,111.38834871456822,2019-12-06 04:18:27
1575605908,23776,2665712,112.11776581426649,2019-12-06 04:18:28
1575605909,26385,2948831,111.76164487398142,2019-12-06 04:18:29
1575605910,24476,2792082,114.07427684262134,2019-12-06 04:18:30
1575605911,24131,2706036,112.13940574364925,2019-12-06 04:18:31
1575605912,24063,2754780,114.48198478992644,2019-12-06 04:18:32
1575605913,24052,2727940,113.41842674205887,2019-12-06 04:18:33
1575605914,25410,2757552,108.52231404958678,2019-12-06 04:18:34
1575605915,23801,2635592,110.73450695348934,2019-12-06 04:18:35
1575605916,24269,2803822,115.5310066339775,2019-12-06 04:18:36
1575605917,24612,2789946,113.35714285714286,2019-12-06 04:18:37
1575605918,24106,2717600,112.73541856799137,2019-12-06 04:18:38
1575605919,26040,2916590,112.0042242703533,2019-12-06 04:18:39
1575605920,23968,2713146,113.19868157543391,2019-12-06 04:18:40
1575605921,24164,2700734,111.76684323787453,2019-12-06 04:18:41
1575605922,24444,2797176,114.43200785468827,2019-12-06 04:18:42
1575605923,24277,2767828,114.01029781274457,2019-12-06 04:18:43
1575605924,25187,2727456,108.28824393536348,2019-12-06 04:18:44
1575605925,23844,2687822,112.72529776883073,2019-12-06 04:18:45
1575605926,23867,2761776,115.71525537352831,2019-12-06 04:18:46
1575605927,23981,2708742,112.95367165672825,2019-12-06 04:18:47
1575605928,24250,2711850,111.82886597938145,2019-12-06 04:18:48
1575605929,25737,2875638,111.73167035785056,2019-12-06 04:18:49
1575605930,24235,2721042,112.27736744377965,2019-12-06 04:18:50
1575605931,24301,2705698,111.34101477305461,2019-12-06 04:18:51
1575605932,24052,2665500,110.82238483286213,2019-12-06 04:18:52
1575605933,24594,2852702,115.99178661462145,2019-12-06 04:18:53
1575605934,25652,2800588,109.17620458443785,2019-12-06 04:18:54
1575605935,24258,2763662,113.92785885068844,2019-12-06 04:18:55
1575605936,24186,2746454,113.55552799139998,2019-12-06 04:18:56
1575605937,23990,2683256,111.84893705710712,2019-12-06 04:18:57
1575605938,24216,2691948,111.16402378592666,2019-12-06 04:18:58
1575605939,25824,2817847,109.11737143742255,2019-12-06 04:18:59
1575605940,24233,2771832,114.38253621095201,2019-12-06 04:19:00
1575605941,24528,2827566,115.2791095890411,2019-12-06 04:19:01
1575605942,24708,2831686,114.60603853003076,2019-12-06 04:19:02
1575605943,23530,2622886,111.46986825329367,2019-12-06 04:19:03
1575605944,24982,2702782,108.18917620686895,2019-12-06 04:19:04
1575605945,23974,2665044,111.16392758822057,2019-12-06 04:19:05
1575605946,23940,2672582,111.63667502088555,2019-12-06 04:19:06
1575605947,24235,2709572,111.80408500103157,2019-12-06 04:19:07
1575605948,24116,2743784,113.77442361917399,2019-12-06 04:19:08
1575605949,26535,3028748,114.14162426983229,2019-12-06 04:19:09
1575605950,24064,2738032,113.78125,2019-12-06 04:19:10
1575605951,23847,2682358,112.48198934876504,2019-12-06 04:19:11
1575605952,24420,2750868,112.64815724815725,2019-12-06 04:19:12
1575605953,24023,2685166,111.7747991508138,2019-12-06 04:19:13
1575605954,25609,2814708,109.91089070248741,2019-12-06 04:19:14
1575605955,24382,2799126,114.80296940365844,2019-12-06 04:19:15
1575605956,24098,2847904,118.18009793343846,2019-12-06 04:19:16
1575605957,22927,2587352,112.85174684869368,2019-12-06 04:19:17
1575605958,23700,2667590,112.55654008438819,2019-12-06 04:19:18
1575605959,25604,2822240,110.22652710513982,2019-12-06 04:19:19
1575605960,23746,2647518,111.4932199107218,2019-12-06 04:19:20
1575605961,23856,2664754,111.70162642521798,2019-12-06 04:19:21
1575605962,24096,2693793,111.79419820717132,2019-12-06 04:19:22
1575605963,24994,2902031,116.10910618548452,2019-12-06 04:19:23
1575605964,26297,3287404,125.01060957523671,2019-12-06 04:19:24
1575605965,23923,2685822,112.2694478117293,2019-12-06 04:19:25
1575605966,23817,2629158,110.38997354830583,2019-12-06 04:19:26
1575605967,23966,2687588,112.14170074271885,2019-12-06 04:19:27
1575605968,24376,2729642,111.980718739744,2019-12-06 04:19:28
1575605969,25735,3106349,120.70522634544395,2019-12-06 04:19:29
1575605970,24238,2789708,115.09646010396898,2019-12-06 04:19:30
1575605971,23860,3050872,127.86554903604359,2019-12-06 04:19:31
1575605972,23367,2653754,113.56845123464716,2019-12-06 04:19:32
1575605973,24038,2777530,115.54746651135702,2019-12-06 04:19:33
1575605974,24798,2744604,110.67844180982337,2019-12-06 04:19:34
1575605975,23789,2674994,112.4466770356047,2019-12-06 04:19:35
1575605976,23239,2635686,113.41649812814666,2019-12-06 04:19:36
1575605977,23952,2707829,113.05231295925184,2019-12-06 04:19:37
1575605978,24413,2858451,117.08724859705895,2019-12-06 04:19:38
1575605979,26324,2985594,113.41718583801854,2019-12-06 04:19:39
1575605980,23744,2712213,114.22729952830188,2019-12-06 04:19:40
1575605981,23892,2649600,110.89904570567553,2019-12-06 04:19:41
1575605982,23622,2645060,111.9744306155279,2019-12-06 04:19:42
1575605983,23903,2706338,113.22168765426935,2019-12-06 04:19:43
1575605984,25893,2831127,109.33947398910902,2019-12-06 04:19:44
1575605985,25216,2961050,117.42742703045685,2019-12-06 04:19:45
1575605986,24212,2778780,114.76870973071205,2019-12-06 04:19:46
1575605987,24294,2727070,112.25281962624517,2019-12-06 04:19:47
1575605988,24310,2724020,112.05347593582887,2019-12-06 04:19:48
1575605989,25350,2749282,108.45293885601578,2019-12-06 04:19:49
1575605990,24386,2777900,113.91372098745181,2019-12-06 04:19:50
1575605991,24723,2827347,114.3609998786555,2019-12-06 04:19:51
1575605992,24494,2808210,114.64889360659754,2019-12-06 04:19:52
1575605993,24544,2828144,115.22750977835723,2019-12-06 04:19:53
1575605994,25928,2825292,108.96683122493057,2019-12-06 04:19:54
1575605995,24126,2692378,111.59653485865871,2019-12-06 04:19:55
1575605996,24004,2683100,111.77720379936677,2019-12-06 04:19:56
1575605997,24759,2815270,113.70693485197302,2019-12-06 04:19:57
1575605998,24503,2813924,114.8399787781088,2019-12-06 04:19:58
1575605999,25719,2799305,108.84190676153817,2019-12-06 04:19:59
1575606000,24374,2796976,114.75244112578977,2019-12-06 04:20:00
1575606001,24174,2753790,113.91536361379995,2019-12-06 04:20:01
1575606002,24138,2717526,112.58289833457619,2019-12-06 04:20:02
1575606003,24266,2710824,111.71284925410039,2019-12-06 04:20:03
1575606004,25482,2821950,110.74287732517071,2019-12-06 04:20:04
1575606005,24600,2812046,114.31081300813008,2019-12-06 04:20:05
1575606006,23710,2641210,111.39645719105863,2019-12-06 04:20:06
1575606007,23976,2724464,113.63296629963297,2019-12-06 04:20:07
1575606008,24245,2767863,114.16221901422973,2019-12-06 04:20:08
1575606009,25778,2835828,110.00962060671891,2019-12-06 04:20:09
1575606010,24058,2707808,112.55332945381994,2019-12-06 04:20:10
1575606011,24329,2793042,114.8029923136997,2019-12-06 04:20:11
1575606012,24358,2760894,113.34649807044913,2019-12-06 04:20:12
1575606013,24193,2724104,112.59885090728723,2019-12-06 04:20:13
1575606014,25773,2820694,109.44375897256819,2019-12-06 04:20:14
1575606015,24532,2790552,113.75150823414316,2019-12-06 04:20:15
1575606016,24144,2742644,113.59526176275679,2019-12-06 04:20:16
1575606017,24150,2729916,113.04,2019-12-06 04:20:17
1575606018,24590,2788680,113.40707604717365,2019-12-06 04:20:18
1575606019,26186,2873574,109.73703505690064,2019-12-06 04:20:19
1575606020,23594,2617700,110.9476985674324,2019-12-06 04:20:20
1575606021,24087,2715719,112.74625316560801,2019-12-06 04:20:21
1575606022,24845,2839093,114.27220768766351,2019-12-06 04:20:22
1575606023,24180,2751620,113.79735318444996,2019-12-06 04:20:23
1575606024,25412,2790670,109.81701558318905,2019-12-06 04:20:24
1575606025,24162,2733768,113.14328284082444,2019-12-06 04:20:25
1575606026,24068,2692144,111.85574206415157,2019-12-06 04:20:26
1575606027,24015,2643006,110.05646470955652,2019-12-06 04:20:27
1575606028,24307,2773128,114.08762907804336,2019-12-06 04:20:28
1575606029,25803,2883935,111.76743014378174,2019-12-06 04:20:29
1575606030,24912,2865548,115.02681438664098,2019-12-06 04:20:30
1575606031,24359,2779974,114.12512828933865,2019-12-06 04:20:31
1575606032,23913,2660312,111.24961318111488,2019-12-06 04:20:32
1575606033,24151,2693484,111.52681048403792,2019-12-06 04:20:33
1575606034,25816,3130480,121.26123334366285,2019-12-06 04:20:34
1575606035,24092,2673926,110.98812883944878,2019-12-06 04:20:35
1575606036,24178,2733478,113.05641492265696,2019-12-06 04:20:36
1575606037,24350,2788176,114.5041478439425,2019-12-06 04:20:37
1575606038,24491,2852186,116.45853578865706,2019-12-06 04:20:38
1575606039,25934,3183035,122.73598365080589,2019-12-06 04:20:39
1575606040,24492,2757014,112.56794055201699,2019-12-06 04:20:40
1575606041,24330,3013160,123.84545828195644,2019-12-06 04:20:41
1575606042,23644,2653005,112.20626797496193,2019-12-06 04:20:42
1575606043,24002,2688743,112.02162319806683,2019-12-06 04:20:43
1575606044,25637,2886188,112.57900690408394,2019-12-06 04:20:44
1575606045,24332,2859404,117.5161926680914,2019-12-06 04:20:45
1575606046,23590,2663978,112.92827469266638,2019-12-06 04:20:46
1575606047,23660,2671054,112.89323753169907,2019-12-06 04:20:47
1575606048,23904,2663164,111.41080990629183,2019-12-06 04:20:48
1575606049,25671,2802668,109.1764247594562,2019-12-06 04:20:49
1575606050,24087,2679548,111.2445717607008,2019-12-06 04:20:50
1575606051,24538,2796608,113.97049474284783,2019-12-06 04:20:51
1575606052,24696,2852580,115.50777453838678,2019-12-06 04:20:52
1575606053,24410,2826670,115.79967226546498,2019-12-06 04:20:53
1575606054,25871,2825674,109.22167678095164,2019-12-06 04:20:54
1575606055,24195,2729420,112.80925811118,2019-12-06 04:20:55
1575606056,23778,2651694,111.51879888973001,2019-12-06 04:20:56
1575606057,24426,2746534,112.44305248505691,2019-12-06 04:20:57
1575606058,24143,2690960,111.45922213478026,2019-12-06 04:20:58
1575606059,25997,2921551,112.3803131130515,2019-12-06 04:20:59
1575606060,24451,2789802,114.09766471718947,2019-12-06 04:21:00
1575606061,24218,2781142,114.83780659013956,2019-12-06 04:21:01
1575606062,23838,2666514,111.85980367480494,2019-12-06 04:21:02
1575606063,23974,2660974,110.99416034036874,2019-12-06 04:21:03
1575606064,25246,2744450,108.70831022736274,2019-12-06 04:21:04
1575606065,24098,2686808,111.49506183085734,2019-12-06 04:21:05
1575606066,24314,2758318,113.44566916179978,2019-12-06 04:21:06
1575606067,24440,2849466,116.59026186579378,2019-12-06 04:21:07
1575606068,24270,2798744,115.31701689328389,2019-12-06 04:21:08
1575606069,25500,2756632,108.10321568627451,2019-12-06 04:21:09
1575606070,23806,2653440,111.46097622448123,2019-12-06 04:21:10
1575606071,23934,2668166,111.48015375616278,2019-12-06 04:21:11
1575606072,23980,2686980,112.05087572977482,2019-12-06 04:21:12
1575606073,24082,2744856,113.9795698031725,2019-12-06 04:21:13
1575606074,26256,3008832,114.59597806215722,2019-12-06 04:21:14
1575606075,24506,2822136,115.1610217905819,2019-12-06 04:21:15
1575606076,23794,2674132,112.38682020677481,2019-12-06 04:21:16
1575606077,23872,2650414,111.0260556300268,2019-12-06 04:21:17
1575606078,23986,2695994,112.39864921204035,2019-12-06 04:21:18
1575606079,25576,2773520,108.44228964654363,2019-12-06 04:21:19
1575606080,24054,2715135,112.87665253180344,2019-12-06 04:21:20
1575606081,24343,2800232,115.03232962247874,2019-12-06 04:21:21
1575606082,24658,2864410,116.16554465082326,2019-12-06 04:21:22
1575606083,24179,2708477,112.01774266925845,2019-12-06 04:21:23
1575606084,24760,2701858,109.1218901453958,2019-12-06 04:21:24
1575606085,24231,2697036,111.3051875696422,2019-12-06 04:21:25
1575606086,24028,2696317,112.2156234393208,2019-12-06 04:21:26
1575606087,24458,2835630,115.93875214653693,2019-12-06 04:21:27
1575606088,24432,2747284,112.44613621480026,2019-12-06 04:21:28
1575606089,26062,2857020,109.62397360141202,2019-12-06 04:21:29
1575606090,24360,2810422,115.37036124794746,2019-12-06 04:21:30
1575606091,24144,2705656,112.06328694499669,2019-12-06 04:21:31
1575606092,24063,2654847,110.3290113452188,2019-12-06 04:21:32
1575606093,24104,2723964,113.00879522071025,2019-12-06 04:21:33
1575606094,26036,2915848,111.99293286219081,2019-12-06 04:21:34
1575606095,24101,2715301,112.66341645574873,2019-12-06 04:21:35
1575606096,24183,2709639,112.04726460736882,2019-12-06 04:21:36
1575606097,24431,2797413,114.50259915680897,2019-12-06 04:21:37
1575606098,23894,2705818,113.24257135682598,2019-12-06 04:21:38
1575606099,25828,2796176,108.26142171286975,2019-12-06 04:21:39
1575606100,23377,2595023,111.00752876759208,2019-12-06 04:21:40
1575606101,24361,2751173,112.93350026681992,2019-12-06 04:21:41
1575606102,24496,2798668,114.25,2019-12-06 04:21:42
1575606103,24901,2901020,116.50214850809205,2019-12-06 04:21:43
1575606104,26684,3308102,123.97324239244492,2019-12-06 04:21:44
1575606105,23790,2663872,111.97444304329551,2019-12-06 04:21:45
1575606106,23964,2669382,111.39133700550826,2019-12-06 04:21:46
1575606107,23970,2674122,111.56120150187735,2019-12-06 04:21:47
1575606108,23981,2715182,113.22221758892456,2019-12-06 04:21:48
1575606109,26220,3232278,123.27528604118993,2019-12-06 04:21:49
1575606110,24016,2710894,112.87866422385076,2019-12-06 04:21:50
1575606111,24628,3080114,125.06553516322884,2019-12-06 04:21:51
1575606112,24126,2761680,114.46903755284755,2019-12-06 04:21:52
1575606113,24100,2691986,111.70066390041494,2019-12-06 04:21:53
1575606114,24876,2694490,108.31685158385592,2019-12-06 04:21:54
1575606115,24512,2774178,113.17632180156657,2019-12-06 04:21:55
1575606116,24308,2841004,116.87526740167846,2019-12-06 04:21:56
1575606117,24006,2692042,112.14038157127385,2019-12-06 04:21:57
1575606118,24197,2750836,113.68500227300905,2019-12-06 04:21:58
1575606119,24264,2785483,114.79900263765249,2019-12-06 04:21:59
1575606120,25651,2795286,108.97376320611282,2019-12-06 04:22:00
1575606121,23900,2686502,112.40594142259414,2019-12-06 04:22:01
